data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7757211,566,NIG20159,20159,"17 March 2021",2021,2,Battles,"Armed clash","Mbalom Communal Militia (Nigeria)",,4,"Mbalom Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,Benue,"Gwer East",,Mbalom,7.4631,8.3153,2,"Daily Independent (Nigeria); Nigeria Punch",National,"Around 17 March 2021 (as reported), violence erupted in Mbalom (Gwer East LGA, Benue) between youth residents of Tse Hundu, Tse Yanre and Tse Aku over a land dispute. One person was killed in the clash. Two suspects were arrested.",1,1616447510,NGA
7757212,566,NIG20161,20161,"17 March 2021",2021,1,"Violence against civilians",Attack,"Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Police Forces of Nigeria (2015-); Women (Nigeria); Students (Nigeria)",7,47,"Western Africa",Nigeria,Kaduna,Chikun,,Chikun,10.2691,7.1085,2,"Daily Leadership (Nigeria); Blueprint",National,"On 17 March 2021, a Kaduna communal militia attacked Ungwa Waziri in Karji (Chikun LGA, Kaduna), killing one off duty policeman and abducting three residents including two female students of Kaduna State University.",1,1616447510,NGA
7769788,478,MAA1099,1099,"17 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)","Labour Group (Mauritania)",6,,,0,60,"Western Africa",Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,"Al Akhbar (Mauritania)",National,"On 17 March 2021, citizens, including artists and filmmakers, held a protest sit-in in front of the Presidential Palace in Nouakchott (Nouakchott), demanding the fair trial or immediate liberation of two Mauritanian artists arrested for their implication in a corruption case at the Mauritanian Central Bank. [size=no report]",0,1617053589,MRT
7757570,566,NIG20152,20152,"16 March 2021",2021,2,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria); Labour Group (Nigeria)",5,"Police Forces of Nigeria (2015-)",,1,15,"Western Africa",Nigeria,Lagos,Ikeja,,Ikeja,6.5942,3.3375,1,"Nigeria Punch",National,"Around 16 March 2021 (as reported), angry traders attacked two policemen at Computer Village in Ikeja (Ikeja LGA, Lagos) for allegedly stealing. No reported fatalities. [size=no report]",0,1616447511,NGA
7757572,566,NIG20150,20150,"16 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Abia,"Umuahia North",,Umuahia,5.5263,7.4896,2,"Nigeria Punch",National,"On 16 March 2021, residents of Umueledi took to the streets in Old Umuahia (Umuahia North LGA, Abia) to protest the exorbitant estimated electricity billing by the Enugu Electricity Distribution Company. [size=no report]",0,1616447511,NGA
7757573,566,NIG20153,20153,"16 March 2021",2021,2,Battles,"Armed clash","Ugbo Communal Militia (Nigeria)",,4,"Ikpanja Communal Militia (Nigeria)",,4,44,"Western Africa",Nigeria,"Akwa Ibom",Uyo,,Uyo,5.0333,7.9266,3,"Nigeria Punch",National,"Around 16 March 2021 (as reported), Ugbo and Ikpanja communal militias engaged in an armed clashed in Akwa Ibom State [coded to Uyo]. One reported fatality and 15 residents abducted. Unknown reason for clash.",1,1616447511,NGA
7757339,566,NIG20144,20144,"16 March 2021",2021,1,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)",,7,57,"Western Africa",Nigeria,Kaduna,Kauru,,Kauru,10.576,8.1509,2,Blueprint,National,"On 16 March 2021, youth residents attempted to lynch two travelers in Kiffin Chawai district (Kauru LGA, Kaduna). Victims were rescued by police operatives. [size=no report]",0,1616447510,NGA
7757102,204,BEN357,357,"16 March 2021",2021,1,Riots,"Mob violence","Rioters (Benin)","Tchatingou Communal Group (Benin)",5,"Civilians (Benin)","Christian Group (Benin)",7,57,"Western Africa",Benin,Atacora,Tanguieta,,Tchatingou,10.8211,1.4698,1,"24h au Benin; Banouto; Benin Web TV; Daabaaru; L'investigateur; La Nouvelle (Benin)",National,"On 16 March 2021, a number of locals attacked a church in the village of Tchatingou (Tanguieta, Atacora). The villagers assaulted a priest and worshippers and vandalized the church during a confirmation ceremony. The villagers considered that the Christian worshippers did not respect the local traditions by playing drums and music. [size=no report]",0,1616447510,BEN
7757396,566,NIG20147,20147,"16 March 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Edo,Oredo,,"Benin City",6.3351,5.6275,1,"Daily Independent (Nigeria)",National,"Around 16 March 2021 (as reported), residents of Obagie-Uwafiokun Community staged a demonstration at the state government house in Benin city (Oredo LGA, Edo) to protest the death of their youth leader over land issues in the community. [size=no report]",0,1616447511,NGA
7757402,566,NIG20146,20146,"16 March 2021",2021,2,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Enugu,"Enugu North",,Enugu,6.4426,7.5022,1,"Daily Independent (Nigeria)",National,"Around 16 March 2021 (as reported), members of the South Saharan Social Development Organization staged protest marches across major roads in Enugu metropolis (Enugu North LGA, Enugu) over a proposed bill seeking for life pension for ex-governors, their deputies and their wives in Enugu State. [size=no report]",0,1616447511,NGA
7757423,566,NIG20148,20148,"16 March 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Labour Group (Nigeria)",7,37,"Western Africa",Nigeria,Ekiti,"Ado Ekiti",,Ado-Ekiti,7.621,5.2215,2,"Daily Trust (Nigeria)",National,"On 16 March 2021, unidentified armed men associated with an unreported political party attacked and beat up workers at the secretariat in Ado-Ekiti LGA (Ekiti). Event associated with the impeachment process on a council chairperson.",0,1616447511,NGA
7757185,466,MLI4893,4893,"16 March 2021",2021,1,Battles,"Armed clash","Unidentified Armed Group (Mali)",,3,"Military Forces of Mali (2020-)",,1,13,"Western Africa",Mali,Gao,Gao,Gao,Wabaria,16.1908,-0.0322,1,"FAMAMali; Signal; Studio Tamani","New media-National","On 16 March 2021, unknown gunmen attacked a Malian army checkpoint in Wabaria (Gao, Gao). One gunman was arrested while another escaped. Two civilians were wounded in the crossfire.",0,1616447510,MLI
7780999,566,NIG20145,20145,"16 March 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Yobe,Gujba,,Gujba,11.5032,11.9367,2,"Nigeria Punch; Daily Independent (Nigeria)",National,"On 16 March 2021, ISWAP fighters clashed with Nigerian military troops at Katarko village (Gujba LGA, Yobe) and looted the village, carting away stored food items and drugs. Property damage also reported. No reported fatalities.",0,1617065402,NGA
7757458,324,GUI1969,1969,"16 March 2021",2021,1,Riots,"Mob violence","Rioters (Guinea)","Vigilante Group (Guinea)",5,"Civilians (Guinea)",,7,57,"Western Africa",Guinea,Kankan,Siguiri,Kintinian,Boukaria,11.5509,-9.3632,1,"Guinee Matin",National,"On 16 March 2021, residents captured a suspected armed robber and beat him up to death in Boukaria village, Kintinian subdivision (Siguiri, Kankan). [size=no report]",1,1616447511,GIN
7757207,566,NIG20143,20143,"16 March 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Zamfara Communal Militia (Nigeria)",,4,14,"Western Africa",Nigeria,Zamfara,Gusau,,Magami,11.7184,6.5901,1,"Blueprint; Concise News",National,"On 16 March 2021, Nigerian military troops clashed with a Zamfara communal militia in Magami (Gusau LGA, Zamfara) following a distress call from residents about their operations. Community sources report that militiamen killed five villagers and three soldiers including a Major Officer. Military sources on the other hand report that scores of militiamen were killed and that one soldier was killed and three others injured during the clash.",8,1616447510,NGA
7757209,566,NIG20151,20151,"16 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","Labour Group (Nigeria)",6,,,0,60,"Western Africa",Nigeria,"Federal Capital Territory","Abuja Municipal",,Abuja,9.0833,7.5333,1,"Nigeria Punch; Sahara Reporters",National-Regional,"On 16 March 2021, contractors working with the Federal Housing Authority protested in in Abuja (Abuja Municipal LGA, FCT) over the non-payment of contracts owed to them by the Housing Authority. [size=no report]",0,1616447510,NGA
8011686,466,MLI4892,4892,"16 March 2021",2021,1,"Explosions/Remote violence","Air/drone strike","Military Forces of France (2017-)",,8,"Islamic State (West Africa) - Greater Sahara Faction",,2,28,"Western Africa",Mali,Gao,Ansongo,Tessit,Intidaghmene,15.0433,0.2471,2,"Armee Francaise; Twitter","New media-International","On 16 March 2021, French forces conducted an airstrike against presumed ISGS militants in the area of Intidaghmene (Ansongo, Gao). An unspecified number of militants were 'neutralized' (presumably killed) and 10 motorcycles were destroyed, according to statement by the French Ministry of the Armies. Unknown fatalities coded as 10.",10,1622068033,MLI
8011687,854,BFO4451,4451,"16 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Burkina Faso)",,5,,,0,50,"Western Africa","Burkina Faso",Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,"Savane FM",National,"On 16 March 2021, a number of residents demonstrated and burned tires in the Larlhe quarter in the capital of Ouagadougou (Ouagadougou, Kadiogo). The demonstration came in reaction to the death of a child run over by a tricycle. [size=no report]",0,1622068033,BFA
8011688,562,NIR1744,1744,"16 March 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Niger)",,3,"Civilians (Niger)",,7,37,"Western Africa",Niger,Maradi,"Guidan Roumdji",Tibiri,Bassira,13.4098,6.6277,2,Signal,"New media","On 16 March 2021, unknown gunmen abducted two people including a man and a woman in the village of Dan Gode, near Bassira (Guidan Roumdji, Maradi).",0,1622068033,NER
8011689,466,MLI4894,4894,"16 March 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Mali)",,3,"Civilians (Mali)","Labour Group (Mali); ICRC: International Committee of the Red Cross and Red Crescent",7,37,"Western Africa",Mali,Gao,Ansongo,Ouattagouna,Bentia,15.3533,0.7607,1,"Studio Tamani",National,"On 16 March 2021, unknown gunmen abducted a driver reportedly working for ICRC and seized the vehicle in Bentia (Ansongo, Gao).",0,1622068033,MLI
8011690,562,NIR1745,1745,"16 March 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Niger)",,3,"Civilians (Niger)",,7,37,"Western Africa",Niger,Maradi,Madarounfa,Safo,"Garin Mai Guiya",13.2072,6.7878,1,"Twitter; Signal","New media","Looting: On 16 March 2021, unknown gunmen seized around a hundred ruminants in the village of Garin Mai Guiya (Madarounfa, Maradi).",0,1622068033,NER
8011693,854,BFO4532,4532,"16 March 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Burkina Faso)",,3,"Civilians (Burkina Faso)",,7,37,"Western Africa","Burkina Faso",Sahel,Yagha,Mansila,Tepare,13.1864,0.539,1,UNHCR,Other,"Looting: On 16 March 2021, unknown gunmen seized livestock in the village of Tepare (Mansila, Yagha). About half of the livestock was recovered.",0,1622068033,BFA
8011695,466,MLI4895,4895,"16 March 2021",2021,2,"Strategic developments","Looting/property destruction","Katiba Macina","JNIM: Group for Support of Islam and Muslims",2,"Civilians (Mali)",,7,27,"Western Africa",Mali,Mopti,Koro,Diougani,Dounapen,14.3467,-2.8059,1,"Le Pays Dogon",Subnational,"Property destruction: Around 16 March 2021 (as reported), presumed Katiba Macina (JNIM) militants sabotaged a telecommunications antenna in the village of Dounapen (Koro, Mopti).",0,1622068033,MLI
7757288,324,GUI1968,1968,"16 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Guinea)","Women (Guinea); Labour Group (Guinea)",6,,,0,60,"Western Africa",Guinea,Conakry,Conakry,Kaloum,Conakry,9.5091,-13.7122,1,"Africa Guinee",National,"On 16 March 2021, women fishmongers demonstrated in Petit Bateau neighborhood of Conakry city (Kaloum, Conakry), calling on the authorities to properly relocate them before destroying their stalls. [size=no report]",0,1616447510,GIN
7757562,566,NIG20149,20149,"16 March 2021",2021,2,Riots,"Mob violence","Rioters (Nigeria)","Vigilante Group (Nigeria)",5,"Civilians (Nigeria)","LGBT (Nigeria)",7,57,"Western Africa",Nigeria,Lagos,Alimosho,,Alagbado-Ile,6.675,3.2708,2,"New Telegraph",National,"Around 16 March 2021 (as reported), a mob killed a man identified as being homosexual in the Alagbado area (Alimosho LGA, Lagos), accusing him of raping young boys in the community. [size=no report]",1,1616447511,NGA
7757313,478,MAA1095,1095,"15 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)","Health Workers (Mauritania)",6,,,0,60,"Western Africa",Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,"Al Akhbar (Mauritania)",National,"On 15 March 2021, health workers began an ongoing protest sit-in in front of the Ministry of Health in Nouakchott (Nouakchott), demanding their recruitment with permanent contracts. [size=no report]",0,1616447510,MRT
7757314,478,MAA1097,1097,"15 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)",,6,,,0,60,"Western Africa",Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,"Al Akhbar (Mauritania)",National,"On 15 March 2021, citizens held a protest sit-in in front of the Palace of Justice in Nouakchott (Nouakchott), demanding the liberation of businessmen Abde Al Baqi Ahmed Bouha arrested for his implication in a corruption case at the National Bank of Mauritania. [size=no report]",0,1616447510,MRT
7757315,478,MAA1096,1096,"15 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Mauritania)","Women (Mauritania)",6,,,0,60,"Western Africa",Mauritania,Nouakchott-Ouest,Nouakchott,Nouakchott,Nouakchott,18.0801,-15.9777,1,"Al Akhbar (Mauritania)",National,"On 15 March 2021, female creditors of Sheikh Rida held a protest sit-in in front of the Ministry of Justice in Nouakchott (Nouakchott), demanding to receive a compensation from the authorities. [size=no report]",0,1616447510,MRT
7757571,566,NIG20140,20140,"15 March 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)","Catholic Christian Group (Nigeria)",7,37,"Western Africa",Nigeria,Delta,Ukwuani,,Obinomba,5.85,6.1666,1,"Nigeria Punch",National,"On 15 March 2021, unidentified gunmen abducted a Catholic Priest at Obinomba (Ukwuani LGA, Delta). Reason for abduction unknown.",0,1616447511,NGA
7769615,270,GAM256,256,"15 March 2021",2021,2,"Strategic developments",Other,"Civilians (Senegal)","Refugees/IDPs (Senegal)",7,,,0,70,"Western Africa",Gambia,Brikama,"Kombo South",,Sanyang,13.2667,-16.7606,1,"Fatu Network; Point (Gambia)",National,"Displacement: Around 15 March 2021, over 250 Senegalese people fled Sanyang town (Brikama, Kombo South), after locals attacked their properties during demonstrations against the killing of a Gambian by a Senegalese.",0,1617053589,GMB
7769617,430,LBR1587,1587,"15 March 2021",2021,1,"Strategic developments","Looting/property destruction","Unidentified Armed Group (Liberia)",,3,"Civilians (Liberia)","Government of Liberia (2018-)",7,37,"Western Africa",Liberia,Montserrado,"Greater Monrovia",Monrovia,Monrovia,6.31,-10.8,1,"New Dawn; Liberian Observer; Liberia Broadcasting System; Front Page Africa",National,"Property destruction: On 15 March 2021, unidentified men nightly threw three molotov cocktails at the headquarters of the national election commission in Sinkor neighborhood of Monrovia city (Greater Monrovia, Montserrado). A pickup car and other goods were burnt.",0,1617053589,LBR
7757340,566,NIG20134,20134,"15 March 2021",2021,1,"Violence against civilians",Attack,"Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Birnin-Gwari Communal Militia (Nigeria)",7,47,"Western Africa",Nigeria,Kaduna,Chikun,,Chikun,10.2691,7.1085,2,Blueprint,National,"On 15 March 2021, a Kaduna communal militia attacked and shot at the vehicle of the Emir of Birnin Gwari around the Zonkoro axis of the Kaduna-Birnin Gwari road in Chikun LGA (Kaduna). Unknown reason for attack. No reported fatalities.",0,1616447510,NGA
8059425,324,GUI2033,2033,"15 March 2021",2021,3,Riots,"Mob violence","Rioters (Guinea)","Police Forces of Guinea (2010-)",5,"Civilians (Guinea)",,7,57,"Western Africa",Guinea,Kindia,Coyah,Maneah,Maneah,9.7333,-13.4167,2,"Africa Guinee",National,"Around 15 March 2021 (month of), a group of unidentified men, backed up with alleged police officers attacked a house in Sanoyah Mangueboungni village, Maneah subdivision (Coyah, Kindia). They attempted to chase away the family living there, over a land conflict. [size=no report]",0,1623100969,GIN
7769650,566,NIG20133,20133,"15 March 2021",2021,1,"Violence against civilians",Attack,"Unidentified Armed Group (Nigeria)",,3,"Civilians (Nigeria)",,7,37,"Western Africa",Nigeria,Oyo,Akinyele,,"Agoro Ibadan",7.6333,4.0333,2,"Daily Post (Nigeria); Blueprint",National,"On 15 March 2021, unidentified gunmen abducted five people on the Ijebu -Ode - Ibadan road (Akinyele LGA, Oyo). Two kidnapped victims, who were found critically injured, were rescued by state security forces and local militiamen. The remaining victims were later released.",0,1617053589,NGA
7757638,566,NIG20142,20142,"15 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)","PDP: Peoples Democratic Party; Women (Nigeria)",6,,,0,60,"Western Africa",Nigeria,Delta,"Oshimili South",,Asaba,6.2006,6.7339,2,"Sahara Reporters",Regional,"On 15 March 2021, women and youth residents with leaders and members of PDP staged a protest along the Akiewhe-Owhe-Ughelli-Asaba Road (Oshimili South LGA, Delta) over the state governor's decision to replace the late majority leader of the state House of Assembly. [size=no report]",0,1616447511,NGA
7757642,566,NIG20141,20141,"15 March 2021",2021,1,"Violence against civilians",Attack,"Fulani Ethnic Militia (Nigeria)","Pastoralists (Nigeria)",4,"Civilians (Nigeria)","Farmers (Nigeria)",7,47,"Western Africa",Nigeria,Rivers,Eleme,,Agbonchia,4.7942,7.1228,1,"Sahara Reporters",Regional,"On 15 March 2021, suspected Fulani pastoralists attacked and assaulted residents in Agbonchia (Eleme LGA, Rivers), destroying the community's farmland. No reported fatalities.",0,1616447511,NGA
7757421,566,NIG20138,20138,"15 March 2021",2021,2,"Violence against civilians",Attack,"Katsina Communal Militia (Nigeria)",,4,"Civilians (Nigeria)",,7,47,"Western Africa",Nigeria,Katsina,Jibia,,Jibia,13.0978,7.2225,2,"Daily Trust (Nigeria)",National,"Around 15 March 2021 (as reported), a Katsina communal group attacked residents who were hunting at Tsayau Forest (Jibia LGA, Katsina), killing 17 and abducting 25 others. Militiaman demanded ransom.",17,1616447511,NGA
7757169,270,GAM254,254,"15 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Gambia)",,5,"Police Forces of Gambia (2017-)","Civilians (Gambia); Labour Group (Gambia); Civilians (Senegal); Military Forces of Gambia (2017-)",1,15,"Western Africa",Gambia,Brikama,"Kombo South",,Sanyang,13.2667,-16.7606,1,"Sud Quotidien (Senegal); Fatu Network; FOROYAA; Sen360; Point (Gambia); EnQuete Plus",National-Regional,"On 15 March 2021, residents demonstrated in Sanyang town (Brikama, Kombo South) after a Senegalese stabbed a Gambian to death over a private dispute. They erected barricades, burnt tires on roads, and set fire to a Chinese fishmeal factory where both were employed. Locals also attacked the properties of Senegalese civilians during demonstrations.The police forces intervened and fired tear gas at the demonstrators who burnt the local police station down in return. One person was arrested. The army was later deployed to settle the situation. [size=no report]",0,1616447510,GMB
7757171,324,GUI1967,1967,"15 March 2021",2021,1,Riots,"Violent demonstration","Rioters (Guinea)",,5,"Military Forces of Guinea (2010-) Gendarmerie",,1,15,"Western Africa",Guinea,Faranah,Faranah,Faranah-Centre,Faranah,10.03,-10.73,1,"Africa Guinee; Guinee Matin",National,"On 15 March 2021, several residents demonstrated in Faranah town (Faranah-Centre, Faranah) against the lack of electricity. They erected barricades and clashed with gendarmerie forces who fired tear gas to disperse them. The gendarmes reportedly burnt two houses down. Six people were injured. [size=several]",0,1616447510,GIN
7780998,566,NIG20135,20135,"15 March 2021",2021,1,Battles,"Armed clash","Military Forces of Nigeria (2015-)",,1,"Islamic State (West Africa) - Lake Chad Faction",,2,12,"Western Africa",Nigeria,Borno,Ngala,,Gamboru,12.373,14.2069,2,"Blueprint; Daily Champion; Daily Independent (Nigeria)",National,"On 15 March 2021, Nigerian military troops clashed with ISWAP fighters at Gulwa and Musuri in Gamboru (Ngala LGA, Borno), killing 41 fighters and rescuing 60 kidnapped elderly women and children. Military troops also recovered weapons and ammunition.",41,1617065402,NGA
7757452,270,GAM255,255,"15 March 2021",2021,1,"Violence against civilians",Attack,"Forest Guards (Senegal)",,3,"Civilians (Gambia)","Labour Group (Gambia)",7,37,"Western Africa",Gambia,Janjanbureh,Janjangbureh,,Janjanbureh,13.5333,-14.7667,2,"Fatu Network",National,"On 15 March 2021, the Senegalese forest guards reportedly crossed the border into Gambia and opened fire on a suspected Gambian timber dealer in Sare Omar village, around Janjanbureh (Janjanbureh). No fatality and/or casualty reported.",0,1618488635,GMB
7757453,566,NIG20139,20139,"15 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Nigeria)",,6,,,0,60,"Western Africa",Nigeria,Rivers,"Port Harcourt",,"Port Harcourt",4.7774,7.0134,1,GardaWorld,Other,"On 15 March 2021, youth residents staged a demonstration at Nkpogu Road in Port Harcourt (Port-Harcourt LGA, Rivers) to protest the demolition of illegal structures. [size=no report]",0,1618488635,NGA
7757206,566,NIG20136,20136,"15 March 2021",2021,1,"Violence against civilians","Abduction/forced disappearance","Kaduna Communal Militia (Nigeria)",,4,"Civilians (Nigeria)","Students (Nigeria); Teachers (Nigeria)",7,47,"Western Africa",Nigeria,Kaduna,"Birnin Gwari",,"Birnin Gwari",10.6637,6.54,2,"Daily Champion; Business Day (Nigeria); Daily Trust (Nigeria)",National,"On 15 March 2021, a Kaduna communal militia invaded a primary school in Rama (Birnin Gwari LGA, Kaduna), abducting three teachers and some students. Three kidnapped student victims escaped. Reason for abduction unknown.",0,1618488637,NGA
8011698,854,BFO4447,4447,"15 March 2021",2021,1,Protests,"Peaceful protest","Protesters (Burkina Faso)","Labour Group (Burkina Faso)",6,,,0,60,"Western Africa","Burkina Faso",Centre,Kadiogo,Ouagadougou,Ouagadougou,12.3703,-1.5247,1,"L'Observateur Paalga; Wakat Sera; Actu Burkina",National,"On 15 March 2021, several dozens of town hall workers staged a demonstration and began observing a sit-in in front of the town hall in the capital of Ouagadougou (Ouagadougou, Kadiogo). The demonstrators demanded payment of their February salaries, and the regulation of their work situation in terms of salary increases, social security, and pensions. [size=several dozens]",0,1622068033,BFA
8011699,466,MLI4891,4891,"15 March 2021",2021,1,Battles,"Armed clash","Islamic State (West Africa) - Greater Sahara Faction",,2,"Military Forces of Mali (2020-)",,1,12,"Western Africa",Mali,Gao,Ansongo,Tessit,Tarianda,15.4244,0.374,2,"aBamako; Reuters; RFI; FAMAMali; Kibaru; Nashir; Amaq; Studio Tamani; Essor","New media-National","On 15 March 2021, presumed ISGS militants ambushed a Malian army convoy in the area of Tarianda (Ansongo, Gao) on the road between Lelehoy and Tessit. The militants killed 33 soldiers, wounded 14 others, and destroyed 3 vehicles. The Malian Armed Forces claimed that 20 militants were killed in the attack. The Greater Sahara faction of ISWAP claimed responsibility and stated that the group seized three vehicles, weapons, and ammunition, and burned one vehicle.",53,1622068033,MLI
8011700,562,NIR1740,1740,"15 March 2021",2021,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Niger)","Djerma Ethnic Group (Niger)",7,27,"Western Africa",Niger,Tillaberi,Banibangou,Banibangou,Chinagodrar,15.2281,3.0001,2,"AFP; RFI; AP; ANP (Niger); Air Info; Jeune Afrique; Le Sahel; Studio Kalangou; Actu (Niger); Signal; Whatsapp; L'Evenement Niger; Twitter; Undisclosed Source; Niger Inter; Urgence Tillabery","Local partner-Other","On 15 March 2021, presumed ISGS militants attacked marketgoers predominantly from the Djerma community on the road between Chinagodrar and Banibangou (Banibangou, Tillaberi), and on the road between Darey-Dey Tinni and Banibangou, and in the village of Darey-Dey Tinni (Banibangou, Tillaberi). The militants reportedly killed 28 people between Chinagodrar and Banibangou, 30 people between Darey-Dey Tinni and Banibangou, and at least 6 people in the village of Darey-Dey Tinni. The militants burned two vehicles and seized two others, and burned granaries in the village of Darey-Dey Tinni. At least one person was also wounded in one of the attacks.",28,1622068033,NER
8011701,562,NIR1741,1741,"15 March 2021",2021,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Niger)","Djerma Ethnic Group (Niger)",7,27,"Western Africa",Niger,Tillaberi,Banibangou,Banibangou,"Darey-Dey Tinni",15.1292,2.9942,2,"Urgence Tillabery; Undisclosed Source; Air Info; Le Sahel; Jeune Afrique; L'Evenement Niger; Studio Kalangou; Signal; Actu (Niger); ANP (Niger); Whatsapp; Niger Inter; Twitter; RFI; AP; AFP","Local partner-Other","On 15 March 2021, presumed ISGS militants attacked marketgoers predominantly from the Djerma community on the road between Chinagodrar and Banibangou (Banibangou, Tillaberi), and on the road between Darey-Dey Tinni and Banibangou, and in the village of Darey-Dey Tinni (Banibangou, Tillaberi). The militants reportedly killed 28 people between Chinagodrar and Banibangou, 30 people between Darey-Dey Tinni and Banibangou, and at least 6 people in the village of Darey-Dey Tinni. The militants burned two vehicles and seized two others, and burned granaries in the village of Darey-Dey Tinni. At least one person was also wounded in one of the attacks.",30,1622068033,NER
8011702,562,NIR1742,1742,"15 March 2021",2021,1,"Violence against civilians",Attack,"Islamic State (West Africa) - Greater Sahara Faction",,2,"Civilians (Niger)","Djerma Ethnic Group (Niger)",7,27,"Western Africa",Niger,Tillaberi,Banibangou,Banibangou,"Darey-Dey Tinni",15.1292,2.9942,1,"AFP; Air Info; Twitter; ANP (Niger); Urgence Tillabery; Actu (Niger); RFI; L'Evenement Niger; Whatsapp; Le Sahel; Jeune Afrique; Undisclosed Source; Niger Inter; Signal; Studio Kalangou; AP","Local partner-Other","On 15 March 2021, presumed ISGS militants attacked marketgoers predominantly from the Djerma community on the road between Chinagodrar and Banibangou (Banibangou, Tillaberi), and on the road between Darey-Dey Tinni and Banibangou, and in the village of Darey-Dey Tinni (Banibangou, Tillaberi). The militants reportedly killed 28 people between Chinagodrar and Banibangou, 30 people between Darey-Dey Tinni and Banibangou, and at least 6 people in the village of Darey-Dey Tinni. The militants burned two vehicles and seized two others, and burned granaries in the village of Darey-Dey Tinni. At least one person was also wounded in one of the attacks.",6,1622068033,NER
8011704,686,SEN1275,1275,"15 March 2021",2021,2,Riots,"Violent demonstration","Rioters (Senegal)","PASTEF: Patriots of Senegal for Work, Ethics and Fraternity",5,"Military Forces of Senegal (2012-) Gendarmerie","Civilians (Senegal); Labour Group (Senegal); Government of Senegal (2012-)",1,15,"Western Africa",Senegal,Sedhiou,Bounkiling,Bona,Bounkiling,13.05,-15.7,1,Sen360,National,"Around 15 March 2021 (as reported), supporters of the PASTEF (opposition) party demonstrated in Bounkiling town, Bona subdivision (Bounkiling, Sedhiou) against the arrest of their party's leader. They burnt a car, and threw stones at public buildings belonging to the gendarmerie, department of water and forests and hunting, and the post office. [size=no report]",0,1622068033,SEN
7757499,384,CDI2522,2522,"15 March 2021",2021,2,Riots,"Mob violence","Rioters (Ivory Coast)","Vigilante Group (Ivory Coast)",5,"Civilians (Ivory Coast)","Police Forces of the Ivory Coast (2011-)",7,57,"Western Africa","Ivory Coast",Denguele,Folon,Minignan,Minignan,9.9965,-7.8367,1,"Koaci News",National,"Around 15 March 2021 (as reported), residents captured and beat up a man allegedly using witchcraft to 'steal their virility from other men' in Minignan town (Folon, Denguele). He was saved from death due to an intervention of the security forces. [size=no report]",0,1616447511,CIV
